epoch,loss,val_loss
2,3.669734086527408,4.811450958251953
3,3.3469789682777185,4.56156587600708
4,3.174352007190001,4.46238374710083
5,2.973933291296357,4.096539497375488
6,2.845914565428947,4.6979594230651855
7,2.7611937549739207,4.180180072784424
8,2.668536162006045,3.6627490520477295
9,2.5926932195552346,4.177346706390381
10,2.330482020702177,4.446329116821289
11,2.2772802644100003,3.8539376258850098
12,2.2594103684471647,5.156060218811035
13,2.1934944986602636,4.00909948348999
14,2.1740263811592917,4.630486011505127
15,2.0672511160489426,3.745755672454834
16,2.0032193611200575,5.016166687011719
17,1.8201531159299091,4.2386298179626465
18,1.7348258373806777,4.008096694946289
0,8.032079056212046,8.419576644897461
0,8.711959185981259,8.645543098449707
1,4.826736786967327,4.801374435424805
2,3.816005128210325,3.9431545734405518
3,3.574261390824908,3.6354668140411377
4,3.202726204523046,3.3840601444244385
5,3.131055979054539,2.713312864303589
6,2.87628055709539,2.401853084564209
7,2.786980904941793,2.1971452236175537
8,2.6544955980400644,2.115992307662964
9,2.546371192508137,2.222609519958496
10,2.4667738991602532,1.6179304122924805
11,2.394528050973694,1.4324069023132324
12,2.293544873134377,1.3161283731460571
13,2.193560946826553,1.4888418912887573
14,2.170644983004723,1.4217588901519775
15,2.034733983889683,1.7809865474700928
16,2.0897900324009404,1.486862063407898
17,1.9680695371369226,1.1457840204238892
18,1.901452650652104,1.3192521333694458
19,1.8516383941439831,1.3952867984771729
20,1.8492732695258765,1.1806392669677734
21,1.827651649559896,1.4294661283493042
22,1.7469334392258242,1.059125542640686
23,1.6834923275214306,1.053564429283142
24,1.659322005341348,1.0616449117660522
25,1.6792335073897113,1.087486743927002
26,1.6931096441596458,1.0122250318527222
27,1.561290459073696,1.0137969255447388
28,1.588785118676525,1.2847397327423096
29,1.5852484888150047,0.8508325815200806
30,1.5372446284619803,1.3757753372192383
31,1.6402541504050934,1.2307801246643066
32,1.553731153055958,1.2631127834320068
33,1.5231914983428632,2.2197840213775635
34,1.3724097082736493,0.6287018656730652
35,1.4046026213927911,0.9593338966369629
36,1.4899213834060836,0.8810551166534424
37,1.3392572985532747,0.6674528121948242
38,1.469964024557307,1.3554704189300537
39,1.3283402508451152,0.8375799655914307
40,1.4526693346501935,0.6642751693725586
41,1.389122602091519,0.8524230718612671
42,1.296405678979822,0.8129715919494629
43,1.1687628642599994,0.8498243689537048
44,1.1067910085884967,1.073976755142212
0,8.909914387309033,10.462163925170898
1,5.1676323557160595,5.508127689361572
2,4.094593580954713,5.010562896728516
3,3.654046821853389,5.022900104522705
4,3.4897166080162174,5.456124782562256
5,3.2121595385296096,4.762666702270508
6,3.1129697548306505,5.1043829917907715
7,3.0194533314209817,4.314640998840332
8,2.6626870345548204,4.429981708526611
9,2.541267690451249,4.49736213684082
10,2.409600914501753,5.523162841796875
11,2.258998462411224,3.5355145931243896
12,2.338368397044099,3.865297555923462
13,2.1258706668686997,3.661011219024658
14,1.9853660174406291,4.323187828063965
15,1.9937244537083998,3.5106639862060547
16,1.8872288569726579,3.9104690551757812
17,1.8044629546462512,4.2432146072387695
18,1.84888305871383,3.5807578563690186
19,1.829083083105869,3.935286283493042
20,1.7432616450747505,3.481483221054077
21,1.7276007264204647,3.6402528285980225
22,1.650605681815434,4.013276100158691
23,1.619981964754928,3.9193499088287354
24,1.7040001228451729,3.8418240547180176
25,1.5588732781957408,3.3786826133728027
26,1.49259388837658,3.1349246501922607
27,1.5061979387765345,5.607161521911621
28,1.5268150828575175,3.4527018070220947
29,1.450161553145758,3.485145092010498
30,1.4377375705086666,3.7886219024658203
31,1.4067752625121446,4.096100807189941
32,1.4667509191674613,4.141294479370117
33,1.3594928779031918,3.7081196308135986
34,1.4579936562340117,3.315809726715088
35,1.2522953677047146,2.8111226558685303
36,1.1387443536001702,2.676866054534912
37,1.1142942257266226,2.8683199882507324
38,1.130020446790372,2.3568782806396484
39,1.0945858900313792,2.8244121074676514
40,1.0707767938004165,2.7942709922790527
41,1.0595165709328782,2.708026647567749
42,1.058904856119467,2.790350914001465
43,1.0655793808197063,2.781184434890747
44,1.0560625758978839,2.5625991821289062
45,1.017121292002823,2.7778711318969727
46,1.035724412548086,2.5273947715759277
47,0.9729873042940442,2.605558156967163
48,0.956592072935208,2.5007641315460205
0,8.957056869132222,0.47666504979133606
1,4.782865140190173,0.47467416524887085
2,3.8675668508923864,0.47128304839134216
3,3.5064012216218416,0.4672561287879944
4,3.2680925684807693,0.46340450644493103
5,2.9346450602442062,0.4598432183265686
6,2.8005088225054973,0.45644518733024597
7,2.6433067563562553,0.4533049464225769
8,2.360930075388359,0.4501553177833557
0,8.825355444635663,0.47476425766944885
1,4.799385675763159,0.4724418818950653
2,3.9185181803755706,0.4694065451622009
3,3.6003225054437102,0.465484082698822
4,3.2994657296400804,0.462013304233551
0,8.806901259422302,8.599858283996582
1,4.871158199310303,4.45991325378418
2,3.826425392627716,2.9282419681549072
3,3.545864977836609,2.1236677169799805
4,3.2838453245162964,2.2262933254241943
0,9.824709146484043,11.12964153289795
1,5.434400806634887,5.774359226226807
2,4.206424793690362,4.526689529418945
3,3.757436459980479,4.271615505218506
0,9.260480153103739,10.612605094909668
1,5.375013238253909,5.633526802062988
2,4.25122882217065,5.085855007171631
3,3.93234257959738,4.395183563232422
4,3.7470177612861275,4.124533176422119
5,3.433047458519088,4.1668171882629395
6,3.3416807170736664,4.612365245819092
7,3.151321013796205,4.257829666137695
8,3.005183536590825,3.822031021118164
9,2.8237556440489633,4.01934289932251
10,2.80489664937561,3.573033332824707
11,2.7677852694373515,3.315615177154541
12,2.7209607975200494,4.285749912261963
13,2.7921694883901482,3.8661606311798096
14,2.7004525865411924,3.4569218158721924
15,2.469719076655052,3.087069034576416
16,2.2634110253031663,3.188631772994995
17,2.445616750272227,3.4628560543060303
18,2.4990140310355593,4.24010705947876
19,2.5621908688586763,3.0931804180145264
0,9.038761548697948,9.607963562011719
1,5.4889580370381825,5.594029903411865
2,4.509320806994919,4.877650737762451
3,3.9237281364872474,3.4994559288024902
4,4.029008201538592,4.995699405670166
5,3.845045513376709,4.124772071838379
6,3.814755024547263,3.579392671585083
7,3.74451949918686,3.654667377471924
8,3.671263942422793,3.8179478645324707
9,3.702826336880987,3.1148786544799805
10,3.3202229352884514,2.908113718032837
11,3.241107248786346,2.677731990814209
12,3.262076058695021,2.659257650375366
13,3.1173096648366876,2.6011788845062256
14,3.07619853599589,4.691891670227051
15,3.036231526894163,2.680605888366699
16,2.9985854020298914,3.7307193279266357
17,2.875631757565709,2.4032700061798096
18,2.7519726580196573,2.1837918758392334
19,2.8414979355972867,4.413668155670166
20,2.9858995449057844,2.91133975982666
21,2.6937714439607405,2.240349531173706
22,2.667576155863529,2.3226404190063477
23,2.620502512064553,2.340287685394287
24,2.5661143653037013,1.8746143579483032
25,2.422438976515171,1.7604256868362427
26,2.4983723784948504,2.2166643142700195
27,2.7033683627035265,2.1176555156707764
28,2.391792239468227,2.7824010848999023
29,2.700623279590477,2.0958025455474854
30,2.4179676980473275,1.746376633644104
31,2.2782562614757884,1.5423959493637085
32,2.143274102123209,1.7041641473770142
33,2.628783889380536,3.1940135955810547
34,2.286445900243382,2.0733089447021484
35,2.200278050192567,1.7383042573928833
36,2.118881876096707,1.8038071393966675
37,2.1558582095905794,1.8187849521636963
38,1.89654613736757,1.8758723735809326
39,2.6040008851262026,1.9386614561080933
40,2.068156073259753,1.7170380353927612
41,1.9203567550048348,1.6622966527938843
0,8.446072619894277,8.041990280151367
1,4.487818924758745,4.928104400634766
2,3.5738997791124425,3.7887730598449707
0,11.240617118835448,32.287620544433594
1,6.308520259083928,8.230618476867676
2,5.213666407267253,5.458636283874512
3,4.417039719143429,4.5625
4,4.0533117554982505,4.15502405166626
5,3.906486072411408,4.783740997314453
6,3.825144324620565,4.270575046539307
7,3.540723712379868,3.724055051803589
8,3.4220075091800175,3.69081711769104
9,3.2588555240631103,3.976393461227417
10,3.3592183989447517,3.803724527359009
11,3.1804095961252847,3.3634631633758545
12,3.0211977668710657,3.3583333492279053
13,2.83098832766215,3.1209723949432373
14,2.778865125372603,3.1323418617248535
15,2.69313729095459,3.2168660163879395
16,2.6466250509829137,3.3147132396698
17,2.535896052218772,3.2579097747802734
18,2.4596256205240885,3.2249975204467773
19,2.3265908830874675,3.6360161304473877
20,2.33405806573232,3.142864942550659
21,2.249167492582991,3.282867431640625
22,2.1414809096654257,2.783047914505005
23,1.9454451615745958,2.67382550239563
24,1.9043908837636312,2.6207642555236816
25,1.925886337499361,2.591947317123413
26,1.8400750131220431,2.5213611125946045
27,1.8742859468460082,2.886366367340088
28,1.835445040625495,2.625971555709839
29,1.8319805596669514,2.4003188610076904
30,1.8701079481356853,2.5945661067962646
31,1.8306774730682374,2.5227878093719482
32,1.7717187401410697,2.6781692504882812
33,1.7076399103800455,2.505662202835083
34,1.8689781456380277,2.70499849319458
35,1.7711404159262374,2.878697633743286
36,1.6726318963368734,2.613314151763916
37,1.7469817928365758,2.866682291030884
38,1.7143584982554119,2.609572172164917
39,1.69508966948535,2.634216070175171
0,11.143153596713843,31.119985580444336
1,6.485910326162548,11.2181396484375
2,5.256732993094337,6.8515119552612305
3,4.388735418984462,5.1524128913879395
4,4.027394558736031,5.076909065246582
5,3.847779378175096,4.63499641418457
6,3.6962107074181767,4.844033241271973
7,3.48519880138837,4.423719882965088
8,3.2839475486617307,4.208045959472656
9,3.2189430205237786,4.176708221435547
10,3.0902297161219905,4.293644428253174
11,2.967865495176505,3.9165666103363037
12,2.8724734351718073,4.100001335144043
13,2.811308622991802,3.855529308319092
14,2.7642665660413277,3.600954532623291
15,2.6703967397576136,4.087724685668945
16,2.6072773543503587,4.27529764175415
17,2.6714111258133486,4.588912010192871
18,2.3868750051157366,3.7226150035858154
19,2.4505448114456505,3.9110054969787598
20,2.366255787350484,3.580375909805298
21,2.3549181771022702,3.239017963409424
22,2.229448980369315,4.046588897705078
23,2.266196188274721,3.606029748916626
24,2.1765360156431894,3.257826328277588
25,2.1940380296502613,3.312983989715576
26,2.1055045647212074,3.0712087154388428
27,2.119878230663325,3.119041681289673
28,1.9603128775195207,3.7724838256835938
29,2.0275321254667067,2.9433624744415283
30,1.9350878931881594,3.4103775024414062
31,1.8324761362265278,3.0416576862335205
32,1.9747116068732642,3.8979907035827637
33,1.7527917820886272,3.175107717514038
34,1.8405286311783675,2.7967512607574463
35,1.8224896087083995,2.7465381622314453
36,1.8884966564494252,3.0123543739318848
37,1.8742327132429577,3.538909912109375
38,1.7442066753147454,3.993055582046509
39,1.7721713292375008,3.388371706008911
40,1.6264697923565543,2.8620827198028564
41,1.7072004544830834,3.362152338027954
42,1.6540580083202843,3.8377974033355713
43,1.6637740050499945,3.7804908752441406
44,1.5934339007487566,2.667330741882324
45,1.3972975511424588,2.475008964538574
46,1.4092377389084558,2.4676473140716553
47,1.3897710607541318,2.4871928691864014
48,1.4173993302893702,2.5041556358337402
49,1.3841508829830498,2.502920627593994
0,11.07348051961263,0.4781498908996582
1,6.4491398527815536,0.4765753448009491
2,5.4041648216247555,0.47559064626693726
3,4.5781834769893335,0.47478121519088745
4,4.084906691233317,0.47343969345092773
5,3.8367747216611297,0.47183194756507874
6,3.777647819519043,0.4701473116874695
7,3.490922642398525,0.468414306640625
8,3.354426064362397,0.4667186141014099
9,3.246562573750814,0.4650765061378479
10,3.190047473520846,0.46340876817703247
11,2.9934928277333577,0.46183091402053833
12,2.900910137795113,0.4601537883281708
13,2.817789317766825,0.4586092233657837
14,2.7944281442745313,0.45757243037223816
15,2.8301474266052247,0.4565325677394867
16,2.6833725919594635,0.45497676730155945
17,2.6590979405351587,0.4537644386291504
18,2.5491357205708822,0.4525512456893921
19,2.4737498183508175,0.4513641893863678
20,2.3603513317108153,0.45018190145492554
21,2.289943878070728,0.4486677646636963
22,2.2988078470230104,0.44729119539260864
23,2.2632913312396488,0.4462660253047943
24,2.156478552500407,0.4454129636287689
25,2.2155564881659844,0.44434085488319397
26,2.1405182335827804,0.443051278591156
27,2.0745255263646443,0.4420444369316101
28,2.1424147003405802,0.4410150349140167
29,2.0951946783065796,0.44019073247909546
30,2.1496935457796664,0.43947041034698486
31,2.027063017209371,0.43870803713798523
32,1.8999407690924568,0.43756839632987976
33,1.940636657555898,0.43635421991348267
34,1.9453059219025277,0.435323029756546
35,1.8314903165843035,0.4346807599067688
36,1.8040832325617473,0.4336121678352356
37,1.9233435076636236,0.43422654271125793
38,2.0053189029693606,0.4342276453971863
39,1.8074956291430706,0.4332258999347687
40,1.7436834506988526,0.43235886096954346
41,1.6894678312378961,0.4313018023967743
42,1.716669646581014,0.43065065145492554
43,1.587803897986541,0.4293784499168396
44,1.6634110963022386,0.4281631112098694
45,1.7911147677103678,0.42771783471107483
46,1.7956597624598323,0.4272361993789673
47,1.7138271214167278,0.4271209239959717
48,1.6993431606808225,0.4264969527721405
49,1.666229352315267,0.42587268352508545
50,1.7147417593646694,0.42444759607315063
51,1.6884005870819092,0.42381078004837036
52,1.613695114367717,0.42427191138267517
53,1.4947960292970812,0.423160195350647
54,1.4908413515090941,0.42217034101486206
55,1.505114479000504,0.4214783012866974
56,1.5180383240381876,0.42064955830574036
57,1.5236715120238227,0.41982558369636536
58,1.4793622082074482,0.41980066895484924
59,1.5201989500909239,0.41911476850509644
60,1.521918286005656,0.4186744689941406
61,1.582531393540872,0.4189949631690979
62,1.4915863091881212,0.4176744222640991
63,1.4415129137039184,0.41665884852409363
64,1.3372276372200733,0.4155203402042389
65,1.4342692470550538,0.4148954749107361
66,1.5868135900110811,0.4151654839515686
67,1.573685278892517,0.41646358370780945
68,1.442322885990143,0.4155421257019043
69,1.390091517607371,0.41500693559646606
70,1.4267508037992427,0.41437146067619324
71,1.388660879231788,0.41347208619117737
72,1.3068028496106465,0.4126944839954376
73,1.4061236758489866,0.4121275246143341
74,1.3680997955004375,0.41168415546417236
75,1.3685105090205734,0.410357266664505
76,1.3599355545043945,0.40943393111228943
77,1.4633759859445932,0.4089905023574829
78,1.2945076127052306,0.407799631357193
79,1.4032585247142895,0.4077417552471161
80,1.457571922605102,0.4078710079193115
81,1.4740990721384684,0.4086587131023407
82,1.354306046382801,0.40781182050704956
83,1.2273094410896301,0.4068053960800171
84,1.3003851471720516,0.40644025802612305
85,1.3615380690892538,0.4067048728466034
86,1.29178123780199,0.4063444137573242
87,1.1705572207768757,0.4051029682159424
88,1.2358839941991342,0.40432584285736084
89,1.163783681231576,0.40364959836006165
90,1.500977446715037,0.4052506685256958
91,1.2879179179668427,0.40514782071113586
92,1.1578348506291707,0.4037507474422455
93,1.2235987975790694,0.4024716019630432
94,1.2028002076148987,0.4011765420436859
95,1.252636618227572,0.4003840386867523
96,1.2629504369099935,0.3999530076980591
97,1.2649195485823863,0.3999897837638855
98,1.2515865615896276,0.3996453285217285
99,1.263245676835378,0.3985580801963806
0,11.472853590772043,25.66041374206543
1,6.451333605205163,8.344239234924316
2,5.376639977000118,5.751273155212402
3,4.522125629133159,4.498196601867676
4,4.0516772133073,4.159449100494385
5,3.8571936109135208,3.8578479290008545
6,3.646461178586374,3.6668436527252197
7,3.4849106287264258,3.502054452896118
8,3.375803989596606,3.0305771827697754
9,3.2278520138435116,3.2099151611328125
10,3.230921185740066,3.048445224761963
11,3.068423965553832,3.206698179244995
12,2.965721459061615,3.1189827919006348
13,2.778901974671806,2.912792921066284
14,2.7756829636078084,2.693927526473999
15,2.721303993736217,3.2268478870391846
16,2.5209361039554223,2.931009531021118
17,2.4300507102603963,2.641597032546997
18,2.3589948239669303,2.6645267009735107
19,2.334961092880974,2.5216622352600098
20,2.3308938166674444,2.6030712127685547
21,2.206826061403531,3.003161668777466
22,2.294958855435739,2.8002066612243652
23,2.338296076081359,2.909414291381836
24,2.117346794465009,2.4996933937072754
25,2.0960313621171234,2.61460018157959
26,1.975761979582442,2.4380548000335693
27,1.9588630009320827,2.4276561737060547
28,1.8811255454388016,2.638559341430664
29,1.9360908297931447,2.744011640548706
30,1.9339591253715958,3.109198808670044
31,1.9330598471211453,2.814221143722534
32,1.8007864087112346,2.613436698913574
33,1.9290326857099347,2.6352856159210205
34,1.9488221946366544,2.955019235610962
35,1.750946099022133,2.875905752182007
36,1.6031932353973388,2.3564765453338623
37,1.555336505410539,2.51326322555542
38,1.510568530886781,2.5150654315948486
39,1.539679504478827,2.3535401821136475
40,1.4741363985086577,2.3203368186950684
41,1.4845411364667334,2.4431347846984863
42,1.5041100853408864,2.371047019958496
43,1.529972222518166,2.6227211952209473
44,1.4734196739964247,2.4240293502807617
45,1.5322154811784332,2.409454345703125
46,1.5328348299444194,2.4365766048431396
47,1.3950573383593092,2.395112991333008
48,1.4664723838539426,2.379922866821289
49,1.3991414671629863,2.4618067741394043
50,1.3576084796860224,2.490375518798828
0,10.509723284227627,20.890981674194336
1,5.842795309107355,7.262367248535156
2,4.580136550064628,5.303225517272949
3,3.88389225783923,4.084341049194336
4,3.647813038623079,4.160398006439209
5,3.4734487760151533,4.5591912269592285
6,3.3092596358441293,3.858228921890259
7,3.1595358545898544,4.362995147705078
8,2.949101027867473,3.84848952293396
9,2.818375046371568,3.70626163482666
10,2.7294923241256823,3.78471040725708
11,2.6694043886576986,3.750525951385498
12,2.5362234717565224,3.3027045726776123
13,2.465994527745754,2.98958158493042
14,2.3234891347851314,2.5072505474090576
15,2.2121633039298634,2.5815000534057617
16,2.1941651493099563,3.6068618297576904
17,2.115616143679788,3.09543776512146
18,2.1263964379087406,3.143010377883911
19,2.0259277938950992,2.7284255027770996
20,1.9036550580187046,2.6091997623443604
21,1.8453134813207261,2.832221508026123
22,1.7561911332691815,2.8165950775146484
23,1.6236682617072518,2.527501344680786
24,1.5427950105768569,2.3844635486602783
25,1.5835122953915426,2.4167819023132324
26,1.5668139017220084,2.394498586654663
27,1.5560803821746338,2.619926691055298
28,1.6357981757914766,2.434624671936035
29,1.4396119131264111,2.4948346614837646
30,1.5431541349025484,2.491762399673462
31,1.5040636743214113,2.597808599472046
32,1.4947672980051514,2.551237106323242
33,1.468629750292352,2.3953545093536377
34,1.5001784786264947,2.375408172607422
35,1.4861927549889746,2.4547133445739746
36,1.4456426382910275,2.39836049079895
37,1.4055848157574944,2.440241813659668
38,1.429368051696331,2.4882380962371826
39,1.3972514019367543,2.497948408126831
40,1.4428818821061586,2.497417449951172
41,1.4336155020598824,2.4588072299957275
42,1.3944951418021045,2.4755709171295166
43,1.372643162130464,2.4950695037841797
44,1.4259769301042489,2.6336429119110107
0,10.538912399927774,32.10517120361328
1,5.915624125798543,9.266194343566895
2,4.6395887222290035,6.27620792388916
3,4.0785268109639485,4.684728622436523
4,3.768373514811198,4.056878089904785
5,3.529039419492086,3.8249053955078125
6,3.3697159722646077,3.5887951850891113
7,3.33893240292867,3.6842451095581055
8,3.053750515619914,3.3066110610961914
9,2.8945807555516563,3.2204742431640625
10,2.8044522447586058,3.291863441467285
11,2.647347979227702,3.009708881378174
12,2.4657355416615805,3.454355239868164
13,2.446688193957011,2.90616774559021
14,2.3982750670115154,3.0246176719665527
15,2.289792699495951,2.877703905105591
16,2.1899549870491026,2.759871244430542
17,2.1979226452509564,2.650628089904785
18,2.136330014069875,2.574112892150879
19,1.9064472071329752,2.3681564331054688
20,1.9555954427719116,2.603665828704834
21,1.903813093662262,2.522735834121704
22,1.863007372379303,2.713203191757202
23,1.754406378587087,2.81382155418396
24,1.8359594440460205,2.7745933532714844
25,1.7424875756899516,2.6048285961151123
26,1.6472754561106364,2.281153440475464
27,1.6997271119753519,2.19818115234375
28,1.6177056535085041,2.432077169418335
29,1.5893280458450318,2.5857765674591064
30,1.626167801062266,2.1401970386505127
31,1.6499061606725056,2.4043359756469727
32,1.531178222020467,2.72133207321167
33,1.5028099211057027,2.345102548599243
34,1.4492055568695068,2.970003604888916
35,1.5162206645011902,2.5599730014801025
36,1.5008843564987182,2.4195070266723633
37,1.3911320778528848,2.595933198928833
38,1.3988326850732167,3.4161489009857178
39,1.2965835695266723,2.519350290298462
40,1.2374187784194945,2.206568956375122
0,11.885651925597529,21.283519744873047
1,6.883037274258996,6.44764518737793
2,6.078598862946635,5.969743251800537
3,5.3367858150888825,6.542639255523682
4,4.847663927804395,5.58723783493042
5,4.369841614154854,4.601675510406494
6,4.291329918779092,4.9149699211120605
7,4.087217603238101,4.9791789054870605
8,4.090153801320779,4.53703498840332
9,4.018298860733884,4.701474666595459
10,3.84674888307398,4.120902061462402
11,3.826820287607648,5.354398727416992
12,3.6703476010240275,3.68768310546875
13,3.591800889583549,3.0562562942504883
14,3.4088781533507526,4.445838451385498
15,3.4225867569144004,3.6993114948272705
16,3.389897163468178,4.118706703186035
17,3.307955965777944,4.1488356590271
18,3.125941019978015,4.654078960418701
19,3.0936671278693457,4.776517391204834
20,3.0744454388691085,3.9774277210235596
21,3.0624226030677257,3.343233108520508
22,2.7470719487533954,3.194732666015625
23,2.6162961328090146,3.613482713699341
0,12.157094040108685,58.24162292480469
1,6.871135148570765,8.14087200164795
2,6.028044300655874,5.794346809387207
3,5.26947830310419,4.8343634605407715
4,4.714814333460438,3.979959011077881
5,4.28935125432627,3.9240708351135254
6,4.206935979014066,3.4938106536865234
7,4.0498925306334606,2.9069607257843018
8,3.7757296484319407,2.796903610229492
9,3.785471457931864,2.5998611450195312
10,3.8141338248697276,2.3888158798217773
11,3.7371271998439,2.2999329566955566
12,3.666862945460794,2.012606382369995
13,3.679079038370166,2.187992811203003
14,3.4327933488778735,2.111288547515869
15,3.30703018894724,1.884873867034912
16,3.1688809712328503,1.6909055709838867
17,3.089309747494645,1.6601383686065674
18,3.142070949227744,2.332624912261963
19,3.0114054146723532,1.583051085472107
20,2.988712476542975,1.6289969682693481
21,2.9439622984459652,1.4675285816192627
22,3.024777963532874,1.2859084606170654
23,2.8957326712476217,2.718197822570801
24,2.8923491437231474,1.4442245960235596
25,2.7803838259011657,1.8018825054168701
26,2.608583244328535,1.4105963706970215
27,2.7364889628923117,1.4724665880203247
28,2.5341736075259576,1.3236539363861084
29,2.5728796966111838,1.4551417827606201
30,2.5247553455170673,1.248132586479187
31,2.6409099666537807,1.9658746719360352
32,2.6023758835528965,1.3448772430419922
33,2.442813139464987,1.2501174211502075
34,2.7107586443274085,1.8490397930145264
35,2.424779558301571,1.0832868814468384
36,2.4156981715627523,1.313714623451233
37,2.296102626539355,1.0050588846206665
38,2.3160538562578172,0.8626819849014282
39,2.3199229919039634,0.96076899766922
40,2.1448845581792706,1.0801700353622437
41,2.091523711266986,0.9836060404777527
42,2.269580725748934,1.0840142965316772
43,2.295825343635214,1.884240746498108
44,2.183454194056898,1.073762059211731
45,2.1672568201419695,1.0716208219528198
46,1.982201875753738,0.8134332299232483
47,2.2524271819093067,1.436914324760437
48,2.1632698088435074,1.0831395387649536
49,2.3068844749585207,1.0111831426620483
0,12.923175107515775,54.60640335083008
1,7.038645414205698,14.044514656066895
2,5.920286007670613,8.249308586120605
